Country,LanguageDesireNextYear,LanguageDesireNextYearCount
Lao People's Democratic Republic,HTML/CSS,1.0
Lao People's Democratic Republic,Java,2.0
Lao People's Democratic Republic,JavaScript,1.0
Lao People's Democratic Republic,Kotlin,1.0
Lao People's Democratic Republic,Objective-C,1.0
Lao People's Democratic Republic,PHP,1.0
Lao People's Democratic Republic,SQL,1.0
Lao People's Democratic Republic,Swift,1.0
Lao People's Democratic Republic,TypeScript,1.0
Latvia,Assembly,7.0
Latvia,Bash/Shell/PowerShell,39.0
Latvia,C,20.0
Latvia,C#,34.0
Latvia,C++,23.0
Latvia,Clojure,2.0
Latvia,Dart,1.0
Latvia,Elixir,4.0
Latvia,Erlang,2.0
Latvia,F#,6.0
Latvia,Go,14.0
Latvia,HTML/CSS,52.0
Latvia,Java,43.0
Latvia,JavaScript,61.0
Latvia,Kotlin,25.0
Latvia,Objective-C,4.0
Latvia,Other(s):,15.0
Latvia,PHP,29.0
Latvia,Python,47.0
Latvia,R,6.0
Latvia,Ruby,10.0
Latvia,Rust,16.0
Latvia,SQL,55.0
Latvia,Scala,7.0
Latvia,Swift,8.0
Latvia,TypeScript,37.0
Latvia,VBA,1.0
Latvia,WebAssembly,10.0
Lebanon,Assembly,3.0
Lebanon,Bash/Shell/PowerShell,22.0
Lebanon,C,14.0
Lebanon,C#,39.0
Lebanon,C++,19.0
Lebanon,Clojure,2.0
Lebanon,Dart,9.0
Lebanon,Elixir,1.0
Lebanon,Erlang,1.0
Lebanon,F#,1.0
Lebanon,Go,21.0
Lebanon,HTML/CSS,58.0
Lebanon,Java,40.0
Lebanon,JavaScript,64.0
Lebanon,Kotlin,25.0
Lebanon,Objective-C,6.0
Lebanon,Other(s):,5.0
Lebanon,PHP,29.0
Lebanon,Python,52.0
Lebanon,R,8.0
Lebanon,Ruby,5.0
Lebanon,Rust,4.0
Lebanon,SQL,65.0
Lebanon,Scala,9.0
Lebanon,Swift,26.0
Lebanon,TypeScript,34.0
Lebanon,VBA,4.0
Lebanon,WebAssembly,12.0
Lesotho,Bash/Shell/PowerShell,1.0
Lesotho,C++,1.0
Lesotho,HTML/CSS,2.0
Lesotho,Java,2.0
Lesotho,JavaScript,2.0
Lesotho,Kotlin,1.0
Lesotho,PHP,1.0
Lesotho,Python,1.0
Lesotho,SQL,2.0
Libyan Arab Jamahiriya,Assembly,2.0
Libyan Arab Jamahiriya,C,1.0
Libyan Arab Jamahiriya,C#,3.0
Libyan Arab Jamahiriya,C++,2.0
Libyan Arab Jamahiriya,Dart,2.0
Libyan Arab Jamahiriya,HTML/CSS,6.0
Libyan Arab Jamahiriya,Java,4.0
Libyan Arab Jamahiriya,JavaScript,6.0
Libyan Arab Jamahiriya,Kotlin,2.0
Libyan Arab Jamahiriya,Other(s):,2.0
Libyan Arab Jamahiriya,PHP,5.0
Libyan Arab Jamahiriya,Python,4.0
Libyan Arab Jamahiriya,SQL,4.0
Libyan Arab Jamahiriya,Swift,1.0
Libyan Arab Jamahiriya,TypeScript,1.0
Libyan Arab Jamahiriya,VBA,1.0
Liechtenstein,Bash/Shell/PowerShell,1.0
Liechtenstein,C,1.0
Liechtenstein,C#,1.0
Liechtenstein,C++,1.0
Liechtenstein,Go,1.0
Liechtenstein,HTML/CSS,2.0
Liechtenstein,Java,1.0
Liechtenstein,JavaScript,2.0
Liechtenstein,PHP,2.0
Liechtenstein,Rust,1.0
Liechtenstein,SQL,1.0
Lithuania,Assembly,15.0
Lithuania,Bash/Shell/PowerShell,55.0
Lithuania,C,29.0
Lithuania,C#,81.0
Lithuania,C++,43.0
Lithuania,Clojure,7.0
Lithuania,Dart,4.0
Lithuania,Elixir,9.0
Lithuania,Erlang,8.0
Lithuania,F#,10.0
Lithuania,Go,35.0
Lithuania,HTML/CSS,98.0
Lithuania,Java,48.0
Lithuania,JavaScript,106.0
Lithuania,Kotlin,25.0
Lithuania,Objective-C,5.0
Lithuania,Other(s):,18.0
Lithuania,PHP,34.0
Lithuania,Python,83.0
Lithuania,R,13.0
Lithuania,Ruby,12.0
Lithuania,Rust,27.0
Lithuania,SQL,101.0
Lithuania,Scala,13.0
Lithuania,Swift,11.0
Lithuania,TypeScript,69.0
Lithuania,VBA,4.0
Lithuania,WebAssembly,21.0
Luxembourg,Assembly,1.0
Luxembourg,Bash/Shell/PowerShell,14.0
Luxembourg,C,6.0
Luxembourg,C#,14.0
Luxembourg,C++,5.0
Luxembourg,Clojure,3.0
Luxembourg,Dart,3.0
Luxembourg,Elixir,1.0
Luxembourg,Erlang,2.0
Luxembourg,Go,10.0
Luxembourg,HTML/CSS,26.0
Luxembourg,Java,21.0
Luxembourg,JavaScript,32.0
Luxembourg,Kotlin,6.0
Luxembourg,Other(s):,10.0
Luxembourg,PHP,9.0
Luxembourg,Python,25.0
Luxembourg,R,2.0
Luxembourg,Ruby,2.0
Luxembourg,Rust,5.0
Luxembourg,SQL,23.0
Luxembourg,Scala,1.0
Luxembourg,Swift,2.0
Luxembourg,TypeScript,18.0
Luxembourg,WebAssembly,7.0
Madagascar,Bash/Shell/PowerShell,1.0
Madagascar,C,1.0
Madagascar,C#,2.0
Madagascar,C++,2.0
Madagascar,Elixir,1.0
Madagascar,F#,1.0
Madagascar,Go,2.0
Madagascar,HTML/CSS,5.0
Madagascar,Java,5.0
Madagascar,JavaScript,7.0
Madagascar,Kotlin,2.0
Madagascar,Objective-C,1.0
Madagascar,PHP,6.0
Madagascar,Python,5.0
Madagascar,R,1.0
Madagascar,Ruby,2.0
Madagascar,Rust,1.0
Madagascar,SQL,5.0
Madagascar,Scala,1.0
Madagascar,Swift,2.0
Madagascar,TypeScript,2.0
Malawi,Java,1.0
Malawi,JavaScript,1.0
Malawi,Kotlin,1.0
Malawi,PHP,1.0
Malawi,SQL,1.0
Malaysia,Assembly,10.0
Malaysia,Bash/Shell/PowerShell,48.0
Malaysia,C,27.0
Malaysia,C#,80.0
Malaysia,C++,41.0
Malaysia,Clojure,6.0
Malaysia,Dart,26.0
Malaysia,Elixir,13.0
Malaysia,Erlang,9.0
Malaysia,F#,8.0
Malaysia,Go,58.0
Malaysia,HTML/CSS,145.0
Malaysia,Java,92.0
Malaysia,JavaScript,167.0
Malaysia,Kotlin,43.0
Malaysia,Objective-C,8.0
Malaysia,Other(s):,17.0
Malaysia,PHP,72.0
Malaysia,Python,120.0
Malaysia,R,19.0
Malaysia,Ruby,30.0
Malaysia,Rust,15.0
Malaysia,SQL,127.0
Malaysia,Scala,13.0
Malaysia,Swift,28.0
Malaysia,TypeScript,61.0
Malaysia,VBA,15.0
Malaysia,WebAssembly,18.0
Maldives,Assembly,2.0
Maldives,Bash/Shell/PowerShell,3.0
Maldives,C,2.0
Maldives,C#,6.0
Maldives,C++,3.0
Maldives,Clojure,1.0
Maldives,Dart,1.0
Maldives,Elixir,1.0
Maldives,Erlang,1.0
Maldives,F#,2.0
Maldives,Go,3.0
Maldives,HTML/CSS,7.0
Maldives,Java,3.0
Maldives,JavaScript,7.0
Maldives,Kotlin,5.0
Maldives,Objective-C,3.0
Maldives,Other(s):,1.0
Maldives,PHP,5.0
Maldives,Python,5.0
Maldives,R,2.0
Maldives,Ruby,1.0
Maldives,Rust,3.0
Maldives,SQL,6.0
Maldives,Scala,2.0
Maldives,Swift,5.0
Maldives,TypeScript,5.0
Maldives,WebAssembly,3.0
Mali,Bash/Shell/PowerShell,1.0
Mali,C#,2.0
Mali,Dart,1.0
Mali,HTML/CSS,3.0
Mali,Java,3.0
Mali,JavaScript,3.0
Mali,PHP,2.0
Mali,Python,1.0
Mali,R,1.0
Mali,SQL,3.0
Mali,VBA,3.0
Malta,Assembly,3.0
Malta,Bash/Shell/PowerShell,9.0
Malta,C,4.0
Malta,C#,22.0
Malta,C++,7.0
Malta,Dart,1.0
Malta,Elixir,2.0
Malta,Erlang,1.0
Malta,Go,16.0
Malta,HTML/CSS,31.0
Malta,Java,19.0
Malta,JavaScript,39.0
Malta,Kotlin,10.0
Malta,Objective-C,1.0
Malta,Other(s):,1.0
Malta,PHP,16.0
Malta,Python,25.0
Malta,R,8.0
Malta,Ruby,3.0
Malta,Rust,3.0
Malta,SQL,31.0
Malta,Scala,8.0
Malta,Swift,2.0
Malta,TypeScript,27.0
Malta,WebAssembly,2.0
Mauritania,C,1.0
Mauritania,C#,4.0
Mauritania,C++,3.0
Mauritania,Go,3.0
Mauritania,HTML/CSS,4.0
Mauritania,Java,3.0
Mauritania,JavaScript,5.0
Mauritania,Kotlin,2.0
Mauritania,PHP,5.0
Mauritania,Python,4.0
Mauritania,Ruby,2.0
Mauritania,SQL,4.0
Mauritania,Swift,1.0
Mauritania,TypeScript,2.0
Mauritania,WebAssembly,1.0
Mauritius,Assembly,3.0
Mauritius,Bash/Shell/PowerShell,4.0
Mauritius,C,2.0
Mauritius,C#,10.0
Mauritius,C++,6.0
Mauritius,Dart,3.0
Mauritius,F#,3.0
Mauritius,Go,3.0
Mauritius,HTML/CSS,16.0
Mauritius,Java,12.0
Mauritius,JavaScript,17.0
Mauritius,Kotlin,6.0
Mauritius,Objective-C,1.0
Mauritius,Other(s):,2.0
Mauritius,PHP,6.0
Mauritius,Python,9.0
Mauritius,R,3.0
Mauritius,Ruby,2.0
Mauritius,Rust,3.0
Mauritius,SQL,15.0
Mauritius,Scala,1.0
Mauritius,Swift,1.0
Mauritius,TypeScript,9.0
Mauritius,VBA,1.0
Mauritius,WebAssembly,1.0
Mexico,Assembly,42.0
Mexico,Bash/Shell/PowerShell,125.0
Mexico,C,82.0
Mexico,C#,175.0
Mexico,C++,131.0
Mexico,Clojure,26.0
Mexico,Dart,54.0
Mexico,Elixir,53.0
Mexico,Erlang,28.0
Mexico,F#,27.0
Mexico,Go,149.0
Mexico,HTML/CSS,331.0
Mexico,Java,202.0
Mexico,JavaScript,391.0
Mexico,Kotlin,125.0
Mexico,Objective-C,40.0
Mexico,Other(s):,76.0
Mexico,PHP,133.0
Mexico,Python,343.0
Mexico,R,82.0
Mexico,Ruby,99.0
Mexico,Rust,63.0
Mexico,SQL,286.0
Mexico,Scala,38.0
Mexico,Swift,109.0
Mexico,TypeScript,185.0
Mexico,VBA,30.0
Mexico,WebAssembly,62.0
Monaco,Assembly,1.0
Monaco,Bash/Shell/PowerShell,1.0
Monaco,C,2.0
Monaco,C++,2.0
Monaco,HTML/CSS,2.0
Monaco,Java,1.0
Monaco,JavaScript,2.0
Monaco,Kotlin,1.0
Monaco,Objective-C,1.0
Monaco,PHP,2.0
Monaco,Python,1.0
Monaco,SQL,1.0
Monaco,Swift,2.0
Mongolia,Bash/Shell/PowerShell,2.0
Mongolia,C#,1.0
Mongolia,Dart,3.0
Mongolia,Go,4.0
Mongolia,HTML/CSS,4.0
Mongolia,Java,6.0
Mongolia,JavaScript,9.0
Mongolia,Kotlin,2.0
Mongolia,Objective-C,1.0
Mongolia,Other(s):,1.0
Mongolia,PHP,3.0
Mongolia,Python,3.0
Mongolia,SQL,5.0
Mongolia,Swift,1.0
Mongolia,TypeScript,3.0
Mongolia,WebAssembly,3.0
Montenegro,Bash/Shell/PowerShell,2.0
Montenegro,C#,5.0
Montenegro,C++,3.0
Montenegro,Erlang,1.0
Montenegro,HTML/CSS,5.0
Montenegro,Java,5.0
Montenegro,JavaScript,10.0
Montenegro,Kotlin,5.0
Montenegro,Objective-C,2.0
Montenegro,Other(s):,2.0
Montenegro,PHP,2.0
Montenegro,Python,8.0
Montenegro,Ruby,1.0
Montenegro,Rust,1.0
Montenegro,SQL,5.0
Montenegro,Scala,2.0
Montenegro,Swift,3.0
Montenegro,TypeScript,9.0
Morocco,Assembly,17.0
Morocco,Bash/Shell/PowerShell,32.0
Morocco,C,25.0
Morocco,C#,40.0
Morocco,C++,24.0
Morocco,Clojure,6.0
Morocco,Dart,18.0
Morocco,Elixir,11.0
Morocco,Erlang,8.0
Morocco,F#,10.0
Morocco,Go,32.0
Morocco,HTML/CSS,90.0
Morocco,Java,61.0
Morocco,JavaScript,106.0
Morocco,Kotlin,46.0
Morocco,Objective-C,12.0
Morocco,Other(s):,12.0
Morocco,PHP,61.0
Morocco,Python,81.0
Morocco,R,17.0
Morocco,Ruby,27.0
Morocco,Rust,16.0
Morocco,SQL,79.0
Morocco,Scala,12.0
Morocco,Swift,22.0
Morocco,TypeScript,52.0
Morocco,VBA,10.0
Morocco,WebAssembly,19.0
Mozambique,C#,2.0
Mozambique,Clojure,1.0
Mozambique,Dart,1.0
Mozambique,Elixir,1.0
Mozambique,Erlang,1.0
Mozambique,F#,1.0
Mozambique,Go,1.0
Mozambique,HTML/CSS,3.0
Mozambique,Java,2.0
Mozambique,JavaScript,4.0
Mozambique,Kotlin,2.0
Mozambique,Other(s):,2.0
Mozambique,PHP,2.0
Mozambique,Python,2.0
Mozambique,SQL,3.0
Mozambique,Scala,1.0
Mozambique,TypeScript,2.0
Mozambique,VBA,1.0
Myanmar,Assembly,4.0
Myanmar,Bash/Shell/PowerShell,12.0
Myanmar,C,4.0
Myanmar,C#,8.0
Myanmar,C++,10.0
Myanmar,Clojure,2.0
Myanmar,Dart,10.0
Myanmar,Elixir,2.0
Myanmar,Erlang,2.0
Myanmar,F#,2.0
Myanmar,Go,12.0
Myanmar,HTML/CSS,19.0
Myanmar,Java,15.0
Myanmar,JavaScript,28.0
Myanmar,Kotlin,18.0
Myanmar,Objective-C,5.0
Myanmar,Other(s):,2.0
Myanmar,PHP,17.0
Myanmar,Python,27.0
Myanmar,R,5.0
Myanmar,Ruby,9.0
Myanmar,Rust,2.0
Myanmar,SQL,27.0
Myanmar,Scala,3.0
Myanmar,Swift,11.0
Myanmar,TypeScript,11.0
Myanmar,VBA,2.0
Myanmar,WebAssembly,6.0
Namibia,Bash/Shell/PowerShell,2.0
Namibia,C#,2.0
Namibia,C++,2.0
Namibia,F#,1.0
Namibia,Go,1.0
Namibia,HTML/CSS,2.0
Namibia,Java,3.0
Namibia,JavaScript,4.0
Namibia,Kotlin,1.0
Namibia,PHP,1.0
Namibia,Python,1.0
Namibia,R,2.0
Namibia,SQL,2.0
Namibia,VBA,1.0
Nepal,Assembly,19.0
Nepal,Bash/Shell/PowerShell,36.0
Nepal,C,24.0
Nepal,C#,35.0
Nepal,C++,42.0
Nepal,Clojure,3.0
Nepal,Dart,16.0
Nepal,Elixir,7.0
Nepal,Erlang,5.0
Nepal,F#,5.0
Nepal,Go,45.0
Nepal,HTML/CSS,99.0
Nepal,Java,69.0
Nepal,JavaScript,129.0
Nepal,Kotlin,26.0
Nepal,Objective-C,6.0
Nepal,Other(s):,7.0
Nepal,PHP,64.0
Nepal,Python,126.0
Nepal,R,16.0
Nepal,Ruby,25.0
Nepal,Rust,11.0
Nepal,SQL,96.0
Nepal,Scala,17.0
Nepal,Swift,17.0
Nepal,TypeScript,46.0
Nepal,VBA,4.0
Nepal,WebAssembly,14.0
Netherlands,Assembly,74.0
Netherlands,Bash/Shell/PowerShell,501.0
Netherlands,C,207.0
Netherlands,C#,513.0
Netherlands,C++,323.0
Netherlands,Clojure,52.0
Netherlands,Dart,65.0
Netherlands,Elixir,72.0
Netherlands,Erlang,41.0
Netherlands,F#,95.0
Netherlands,Go,299.0
Netherlands,HTML/CSS,784.0
Netherlands,Java,441.0
Netherlands,JavaScript,904.0
Netherlands,Kotlin,278.0
Netherlands,Objective-C,41.0
Netherlands,Other(s):,191.0
Netherlands,PHP,312.0
Netherlands,Python,765.0
Netherlands,R,119.0
Netherlands,Ruby,99.0
Netherlands,Rust,227.0
Netherlands,SQL,702.0
Netherlands,Scala,137.0
Netherlands,Swift,155.0
Netherlands,TypeScript,532.0
Netherlands,VBA,35.0
Netherlands,WebAssembly,196.0
New Zealand,Assembly,26.0
New Zealand,Bash/Shell/PowerShell,160.0
New Zealand,C,79.0
New Zealand,C#,175.0
New Zealand,C++,96.0
New Zealand,Clojure,13.0
New Zealand,Dart,17.0
New Zealand,Elixir,23.0
New Zealand,Erlang,13.0
New Zealand,F#,25.0
New Zealand,Go,102.0
New Zealand,HTML/CSS,215.0
New Zealand,Java,89.0
New Zealand,JavaScript,262.0
New Zealand,Kotlin,54.0
New Zealand,Objective-C,15.0
New Zealand,Other(s):,54.0
New Zealand,PHP,65.0
New Zealand,Python,211.0
New Zealand,R,37.0
New Zealand,Ruby,41.0
New Zealand,Rust,89.0
New Zealand,SQL,203.0
New Zealand,Scala,13.0
New Zealand,Swift,53.0
New Zealand,TypeScript,155.0
New Zealand,VBA,9.0
New Zealand,WebAssembly,68.0
Nicaragua,Assembly,2.0
Nicaragua,Bash/Shell/PowerShell,1.0
Nicaragua,C,1.0
Nicaragua,C#,9.0
Nicaragua,C++,2.0
Nicaragua,Clojure,1.0
Nicaragua,Dart,5.0
Nicaragua,Elixir,2.0
Nicaragua,F#,1.0
Nicaragua,Go,5.0
Nicaragua,HTML/CSS,12.0
Nicaragua,Java,4.0
Nicaragua,JavaScript,11.0
Nicaragua,Kotlin,10.0
Nicaragua,Objective-C,1.0
Nicaragua,Other(s):,2.0
Nicaragua,PHP,9.0
Nicaragua,Python,10.0
Nicaragua,Ruby,6.0
Nicaragua,SQL,14.0
Nicaragua,Scala,2.0
Nicaragua,Swift,6.0
Nicaragua,TypeScript,10.0
Nicaragua,VBA,2.0
Niger,JavaScript,1.0
Nigeria,Assembly,32.0
Nigeria,Bash/Shell/PowerShell,67.0
Nigeria,C,49.0
Nigeria,C#,100.0
Nigeria,C++,95.0
Nigeria,Clojure,6.0
Nigeria,Dart,64.0
Nigeria,Elixir,18.0
Nigeria,Erlang,12.0
Nigeria,F#,11.0
Nigeria,Go,78.0
Nigeria,HTML/CSS,277.0
Nigeria,Java,161.0
Nigeria,JavaScript,319.0
Nigeria,Kotlin,90.0
Nigeria,Objective-C,17.0
Nigeria,Other(s):,19.0
Nigeria,PHP,169.0
Nigeria,Python,270.0
Nigeria,R,35.0
Nigeria,Ruby,63.0
Nigeria,Rust,22.0
Nigeria,SQL,194.0
Nigeria,Scala,13.0
Nigeria,Swift,60.0
Nigeria,TypeScript,120.0
Nigeria,VBA,16.0
Nigeria,WebAssembly,36.0
North Korea,F#,1.0
North Korea,Python,1.0
North Korea,Ruby,1.0
Norway,Assembly,24.0
Norway,Bash/Shell/PowerShell,157.0
Norway,C,66.0
Norway,C#,187.0
Norway,C++,97.0
Norway,Clojure,38.0
Norway,Dart,23.0
Norway,Elixir,22.0
Norway,Erlang,16.0
Norway,F#,52.0
Norway,Go,94.0
Norway,HTML/CSS,253.0
Norway,Java,115.0
Norway,JavaScript,293.0
Norway,Kotlin,113.0
Norway,Objective-C,7.0
Norway,Other(s):,73.0
Norway,PHP,57.0
Norway,Python,216.0
Norway,R,34.0
Norway,Ruby,24.0
Norway,Rust,78.0
Norway,SQL,184.0
Norway,Scala,23.0
Norway,Swift,40.0
Norway,TypeScript,191.0
Norway,VBA,8.0
Norway,WebAssembly,64.0
Oman,Assembly,1.0
Oman,Bash/Shell/PowerShell,3.0
Oman,C#,4.0
Oman,Go,2.0
Oman,HTML/CSS,5.0
Oman,Java,4.0
Oman,JavaScript,5.0
Oman,Kotlin,1.0
Oman,PHP,2.0
Oman,Python,5.0
Oman,R,1.0
Oman,SQL,1.0
Oman,Swift,1.0
Oman,TypeScript,1.0
Oman,VBA,1.0
Other Country (Not Listed Above),Assembly,12.0
Other Country (Not Listed Above),Bash/Shell/PowerShell,23.0
Other Country (Not Listed Above),C,17.0
Other Country (Not Listed Above),C#,36.0
Other Country (Not Listed Above),C++,20.0
Other Country (Not Listed Above),Clojure,2.0
Other Country (Not Listed Above),Dart,7.0
Other Country (Not Listed Above),Elixir,7.0
Other Country (Not Listed Above),Erlang,3.0
Other Country (Not Listed Above),F#,6.0
Other Country (Not Listed Above),Go,21.0
Other Country (Not Listed Above),HTML/CSS,61.0
Other Country (Not Listed Above),Java,34.0
Other Country (Not Listed Above),JavaScript,74.0
Other Country (Not Listed Above),Kotlin,14.0
Other Country (Not Listed Above),Objective-C,5.0
Other Country (Not Listed Above),Other(s):,17.0
Other Country (Not Listed Above),PHP,32.0
Other Country (Not Listed Above),Python,42.0
Other Country (Not Listed Above),R,7.0
Other Country (Not Listed Above),Ruby,13.0
Other Country (Not Listed Above),Rust,10.0
Other Country (Not Listed Above),SQL,54.0
Other Country (Not Listed Above),Scala,4.0
Other Country (Not Listed Above),Swift,15.0
Other Country (Not Listed Above),TypeScript,32.0
Other Country (Not Listed Above),VBA,4.0
Other Country (Not Listed Above),WebAssembly,10.0
Pakistan,Assembly,45.0
Pakistan,Bash/Shell/PowerShell,111.0
Pakistan,C,83.0
Pakistan,C#,249.0
Pakistan,C++,151.0
Pakistan,Clojure,14.0
Pakistan,Dart,69.0
Pakistan,Elixir,27.0
Pakistan,Erlang,22.0
Pakistan,F#,17.0
Pakistan,Go,122.0
Pakistan,HTML/CSS,406.0
Pakistan,Java,301.0
Pakistan,JavaScript,526.0
Pakistan,Kotlin,165.0
Pakistan,Objective-C,61.0
Pakistan,Other(s):,61.0
Pakistan,PHP,276.0
Pakistan,Python,468.0
Pakistan,R,88.0
Pakistan,Ruby,101.0
Pakistan,Rust,52.0
Pakistan,SQL,390.0
Pakistan,Scala,53.0
Pakistan,Swift,133.0
Pakistan,TypeScript,267.0
Pakistan,VBA,28.0
Pakistan,WebAssembly,81.0
Panama,Assembly,2.0
Panama,Bash/Shell/PowerShell,6.0
Panama,C,3.0
Panama,C#,13.0
Panama,C++,5.0
Panama,Clojure,1.0
Panama,Dart,3.0
Panama,Elixir,2.0
Panama,Erlang,1.0
Panama,F#,2.0
Panama,Go,5.0
Panama,HTML/CSS,15.0
Panama,Java,6.0
Panama,JavaScript,18.0
Panama,Kotlin,5.0
Panama,Other(s):,2.0
Panama,PHP,5.0
Panama,Python,15.0
Panama,R,1.0
Panama,Ruby,6.0
Panama,Rust,5.0
Panama,SQL,11.0
Panama,Scala,3.0
Panama,Swift,5.0
Panama,TypeScript,10.0
Panama,VBA,2.0
Panama,WebAssembly,3.0
Papua New Guinea,Kotlin,1.0
Papua New Guinea,Other(s):,1.0
Paraguay,Assembly,3.0
Paraguay,Bash/Shell/PowerShell,5.0
Paraguay,C,4.0
Paraguay,C#,12.0
Paraguay,C++,4.0
Paraguay,Dart,5.0
Paraguay,Elixir,3.0
Paraguay,F#,1.0
Paraguay,Go,11.0
Paraguay,HTML/CSS,20.0
Paraguay,Java,27.0
Paraguay,JavaScript,31.0
Paraguay,Kotlin,21.0
Paraguay,Objective-C,4.0
Paraguay,Other(s):,4.0
Paraguay,PHP,5.0
Paraguay,Python,27.0
Paraguay,R,1.0
Paraguay,Ruby,7.0
Paraguay,Rust,6.0
Paraguay,SQL,19.0
Paraguay,Scala,3.0
Paraguay,Swift,10.0
Paraguay,TypeScript,10.0
Paraguay,WebAssembly,2.0
Peru,Assembly,5.0
Peru,Bash/Shell/PowerShell,27.0
Peru,C,11.0
Peru,C#,34.0
Peru,C++,28.0
Peru,Clojure,4.0
Peru,Dart,14.0
Peru,Elixir,9.0
Peru,Erlang,2.0
Peru,F#,7.0
Peru,Go,30.0
Peru,HTML/CSS,64.0
Peru,Java,41.0
Peru,JavaScript,80.0
Peru,Kotlin,37.0
Peru,Objective-C,6.0
Peru,Other(s):,12.0
Peru,PHP,38.0
Peru,Python,65.0
Peru,R,13.0
Peru,Ruby,14.0
Peru,Rust,16.0
Peru,SQL,67.0
Peru,Scala,8.0
Peru,Swift,17.0
Peru,TypeScript,47.0
Peru,VBA,4.0
Peru,WebAssembly,12.0
Philippines,Assembly,35.0
Philippines,Bash/Shell/PowerShell,71.0
Philippines,C,47.0
Philippines,C#,104.0
Philippines,C++,73.0
Philippines,Clojure,10.0
Philippines,Dart,30.0
Philippines,Elixir,25.0
Philippines,Erlang,13.0
Philippines,F#,16.0
Philippines,Go,49.0
Philippines,HTML/CSS,183.0
Philippines,Java,127.0
Philippines,JavaScript,220.0
Philippines,Kotlin,70.0
Philippines,Objective-C,33.0
Philippines,Other(s):,32.0
Philippines,PHP,126.0
Philippines,Python,179.0
Philippines,R,31.0
Philippines,Ruby,56.0
Philippines,Rust,26.0
Philippines,SQL,168.0
Philippines,Scala,19.0
Philippines,Swift,58.0
Philippines,TypeScript,95.0
Philippines,VBA,19.0
Philippines,WebAssembly,30.0
Poland,Assembly,90.0
Poland,Bash/Shell/PowerShell,494.0
Poland,C,216.0
Poland,C#,465.0
Poland,C++,371.0
Poland,Clojure,54.0
Poland,Dart,91.0
Poland,Elixir,106.0
Poland,Erlang,50.0
Poland,F#,75.0
Poland,Go,313.0
Poland,HTML/CSS,707.0
Poland,Java,509.0
Poland,JavaScript,866.0
Poland,Kotlin,308.0
Poland,Objective-C,30.0
Poland,Other(s):,172.0
Poland,PHP,227.0
Poland,Python,794.0
Poland,R,90.0
Poland,Ruby,117.0
Poland,Rust,232.0
Poland,SQL,687.0
Poland,Scala,173.0
Poland,Swift,119.0
Poland,TypeScript,529.0
Poland,VBA,18.0
Poland,WebAssembly,155.0
Portugal,Assembly,19.0
Portugal,Bash/Shell/PowerShell,108.0
Portugal,C,60.0
Portugal,C#,144.0
Portugal,C++,68.0
Portugal,Clojure,9.0
Portugal,Dart,26.0
Portugal,Elixir,27.0
Portugal,Erlang,9.0
Portugal,F#,15.0
Portugal,Go,82.0
Portugal,HTML/CSS,198.0
Portugal,Java,147.0
Portugal,JavaScript,261.0
Portugal,Kotlin,87.0
Portugal,Objective-C,6.0
Portugal,Other(s):,44.0
Portugal,PHP,81.0
Portugal,Python,204.0
Portugal,R,21.0
Portugal,Ruby,37.0
Portugal,Rust,54.0
Portugal,SQL,199.0
Portugal,Scala,26.0
Portugal,Swift,41.0
Portugal,TypeScript,129.0
Portugal,VBA,11.0
Portugal,WebAssembly,41.0
Qatar,Assembly,1.0
Qatar,Bash/Shell/PowerShell,2.0
Qatar,C,3.0
Qatar,C#,6.0
Qatar,C++,3.0
Qatar,Clojure,1.0
Qatar,Dart,3.0
Qatar,Elixir,1.0
Qatar,Erlang,1.0
Qatar,F#,3.0
Qatar,Go,3.0
Qatar,HTML/CSS,9.0
Qatar,Java,6.0
Qatar,JavaScript,7.0
Qatar,Kotlin,3.0
Qatar,Objective-C,1.0
Qatar,Other(s):,1.0
Qatar,PHP,3.0
Qatar,Python,7.0
Qatar,R,4.0
Qatar,Ruby,2.0
Qatar,Rust,2.0
Qatar,SQL,8.0
Qatar,Scala,1.0
Qatar,Swift,4.0
Qatar,TypeScript,6.0
Qatar,VBA,2.0
Qatar,WebAssembly,1.0
Republic of Korea,Bash/Shell/PowerShell,7.0
Republic of Korea,C,8.0
Republic of Korea,C#,10.0
Republic of Korea,C++,11.0
Republic of Korea,Clojure,1.0
Republic of Korea,Elixir,1.0
Republic of Korea,Erlang,1.0
Republic of Korea,Go,6.0
Republic of Korea,HTML/CSS,9.0
Republic of Korea,Java,9.0
Republic of Korea,JavaScript,16.0
Republic of Korea,Kotlin,8.0
Republic of Korea,Objective-C,1.0
Republic of Korea,Other(s):,4.0
Republic of Korea,PHP,2.0
Republic of Korea,Python,20.0
Republic of Korea,R,2.0
Republic of Korea,Ruby,3.0
Republic of Korea,Rust,2.0
Republic of Korea,SQL,9.0
Republic of Korea,Scala,4.0
Republic of Korea,Swift,7.0
Republic of Korea,TypeScript,6.0
Republic of Korea,WebAssembly,2.0
Republic of Moldova,Assembly,1.0
Republic of Moldova,Bash/Shell/PowerShell,9.0
Republic of Moldova,C,1.0
Republic of Moldova,C#,12.0
Republic of Moldova,C++,3.0
Republic of Moldova,Clojure,2.0
Republic of Moldova,Dart,3.0
Republic of Moldova,Elixir,1.0
Republic of Moldova,F#,1.0
Republic of Moldova,Go,10.0
Republic of Moldova,HTML/CSS,18.0
Republic of Moldova,Java,12.0
